STBIOMSha,Elev_mode,Elev_P01,Elev_P10,Elev_P30,Elev_P60,Elev_stddev,Elev_kurtosis,Elev_MAD_median,Elev_MAD_mode,Elev_L3,Elev_L4,Elev_LCV,Elev_Lskewness,Elev_Lkurtosis,Elev_ave,Elev_variance,Elev_CV,Elev_IQ,Elev_skewness,Elev_AAD,Elev_L2,Elev_P05,Elev_P20,Elev_P25,Elev_P40,Elev_P50,Elev_P70,Elev_P75,Elev_P80,Elev_P90,Elev_P95,Elev_P99
32.963807,5.05,2.42,3.3,4.31,5.45,2.04,5.81,0.93,0.96,0.25,0.24,0.19,0.24,0.23,5.38,4.17,0.37,1.91,1.58,1.4,1.03,3.11,3.79,4.06,4.71,5.16,5.76,5.97,6.16,7.46,10.57,12.52
35.0641995,3.52,2.31,3.09,4.39,6.7,2.35,2.19,1.96,2.5,0.08,0.05,0.21,0.06,0.04,6.15,5.54,0.38,3.91,0.28,1.97,1.35,2.77,3.8,4.06,5.39,6.03,7.46,7.97,8.36,9.42,10.07,11.37
99.929262,7.11,2.23,3.29,4.91,7.14,2.08,2.16,1.67,1.57,-0.02,0.05,0.19,-0.02,0.04,6.26,4.34,0.33,3.35,-0.03,1.76,1.19,2.98,4.2,4.54,5.71,6.44,7.55,7.89,8.19,8.8,9.47,10.82
94.39411,6.53,2.4,4.01,6.05,7.93,3.69,3,1.83,1.78,0.39,0.29,0.24,0.19,0.14,8.13,13.66,0.45,3.78,0.85,2.86,2.01,3.19,5.35,5.74,6.73,7.33,8.82,9.52,10.81,14.44,15.66,17.61
70.8450035,13.81,2.25,3.58,7.3,13.64,4.99,1.77,3.79,3.3,-0.25,-0.008809,0.25,-0.09,-0.003091,11.02,24.99,0.45,8.69,-0.29,4.38,2.85,2.77,5.26,6.13,10.71,12.66,14.4,14.82,15.44,17.31,18.06,18.98
73.0195275,3.92,2.06,2.52,3.47,4.73,1.42,2.39,1.09,1.1,0.05,0.05,0.18,0.06,0.06,4.39,2.03,0.32,2.17,0.32,1.18,0.81,2.27,2.94,3.2,3.94,4.35,5.15,5.38,5.63,6.32,6.87,7.65
105.019625,7.36,2.38,3.48,6.25,9.44,4.32,2.39,3.13,2.98,0.3,0.17,0.27,0.12,0.07,8.9,18.74,0.48,6.21,0.51,3.55,2.45,2.91,4.84,5.39,7.28,8.22,10.99,11.6,12.6,15.55,17.46,18.25
74.526868,6.82,2.58,5.27,7.13,12.08,4.06,1.84,3.66,4.11,-0.03,0.002426,0.22,-0.01,0.001037,10.45,16.52,0.38,7.19,-0.06,3.56,2.34,3.86,6.66,6.9,8.72,10.72,13.56,14.09,14.58,15.92,16.53,17.52
39.783905,4.44,2.23,3.33,4.43,5.95,1.62,2.37,1.17,1.38,0.02,0.07,0.17,0.02,0.07,5.44,2.64,0.29,2.39,0.13,1.35,0.93,2.8,3.99,4.22,4.88,5.38,6.33,6.61,6.92,7.56,8.2,9.08
98.496053,16.67,2.3,9.61,13.54,15.9,3.5,4.57,1.89,1.99,-0.34,0.3,0.12,-0.18,0.16,14.59,12.29,0.24,3.86,-1.1,2.67,1.89,7.86,12.53,13.07,14.35,15.22,16.66,16.93,17.25,18.59,19.09,20.2
12.6764865,2.97,2.27,3.03,4.38,6.43,2.86,3,2.02,2.53,0.31,0.15,0.25,0.19,0.09,6.19,8.21,0.46,3.94,0.85,2.31,1.58,2.85,3.42,3.87,5.05,5.51,7.25,7.81,8.35,10.31,12.32,13.18
37.905907,8.07,3.35,4.79,6.55,8.44,2.16,2.46,1.57,1.63,-0.006814,0.11,0.15,-0.00552,0.09,7.82,4.67,0.27,3.13,-0.009768,1.76,1.23,4.15,5.97,6.24,7.3,7.89,8.94,9.36,9.77,10.65,11.32,12.51
67.7314805,9.91,2.39,3.79,5.96,9.35,3.33,2.12,2.65,2.95,0.08,0.08,0.23,0.04,0.04,8.2,11.12,0.4,5.36,0.19,2.84,1.91,3.09,5.06,5.4,6.84,7.96,10.18,10.77,11.26,12.64,14.03,15.17
72.204081,9.93,3.04,4.94,7,9.96,3.27,2.52,2.36,2.47,0.09,0.16,0.2,0.05,0.08,9.07,10.75,0.36,4.86,0.26,2.69,1.86,3.82,6,6.46,7.94,9.09,10.83,11.32,11.88,13.33,15.1,16.72
174.653814,3.9,2.7,4.09,7.12,10.28,4.2,2.81,2.67,5.59,0.2,0.26,0.24,0.08,0.11,9.52,17.66,0.44,5.61,0.48,3.3,2.35,3.55,5.14,6.12,8.52,9.49,11.22,11.73,12.34,15.68,17.68,19.9
59.502884,9.77,2.24,3.98,6.21,8.73,3.05,2.2,2.28,2.67,0.06,0.11,0.21,0.03,0.06,7.97,9.3,0.38,4.59,0.15,2.53,1.75,3.16,5,5.55,7,7.78,9.78,10.14,10.87,12.33,13.08,14.42
66.866613,11.03,2.42,5.21,10.15,14.14,4.68,2.21,3.7,3.63,-0.18,0.14,0.21,-0.07,0.05,12.36,21.98,0.37,7.51,-0.3,3.9,2.67,3.58,7.95,9.05,11.08,12.33,15.63,16.56,17.18,18.26,19.15,19.97
95.7531875,5.16,2.45,3.84,5.14,6.84,4.41,2.86,1.8,1.6,0.67,0.23,0.29,0.28,0.1,7.89,19.44,0.55,5.87,1,3.66,2.35,2.84,4.56,4.87,5.48,5.92,9.17,10.74,12.3,15.25,17.25,19.05
107.9107535,12.5,2.2,4.04,9.76,14.73,5.07,2.08,3.53,3.61,-0.27,0.11,0.23,-0.09,0.03,12.17,25.75,0.41,7.21,-0.37,4.23,2.89,3.33,7.72,8.94,11.36,12.68,15.73,16.15,16.89,18.62,19.35,20.07
64.4696945,8.24,2.49,3.93,5.96,8.59,2.97,2.04,2.36,2.45,0.04,0.06,0.21,0.02,0.03,7.92,8.84,0.37,4.7,0.11,2.5,1.71,3.53,4.96,5.54,6.88,7.9,9.82,10.24,10.87,11.98,12.67,13.85
41.7854555,11.06,2.25,3.63,5.82,8.83,3.08,1.85,2.68,3.13,-0.003434,0.01,0.22,-0.001926,0.01,7.88,9.52,0.39,5.35,-0.005844,2.66,1.78,3.05,4.67,5.26,6.76,7.93,10.17,10.61,11.07,12.12,12.64,13.39
93.6280845,9.8,2.82,4.86,7.1,9.76,3.03,2.31,2.37,2.4,0.000122,0.12,0.19,7.00E-05,0.07,8.83,9.2,0.34,4.68,0.02,2.5,1.73,3.82,5.88,6.46,8.02,8.89,10.52,11.14,11.67,12.8,13.67,15.64
73.785553,2.03,2.04,2.31,2.94,9.13,4.28,1.46,4.24,5.02,0.25,-0.23,0.34,0.1,-0.09,7.04,18.33,0.6,7.8,0.23,3.96,2.4,2.13,2.58,2.74,3.58,7.05,10.02,10.54,12.06,12.97,13.47,14.71
174.209025,2.79,2.14,2.8,3.85,6.67,4.35,2.49,2.5,2.73,0.59,0.08,0.33,0.24,0.03,7.15,18.93,0.6,6.61,0.83,3.71,2.38,2.47,3.32,3.58,4.6,5.53,9.37,10.19,11.69,14.18,15.84,17.78
139.268378,10.22,2.18,3.59,6.64,10.55,5,1.89,4.06,4.36,0.21,0.04,0.28,0.07,0.01,10.04,25.09,0.49,8.47,0.27,4.22,2.87,2.91,5.07,5.66,8.16,9.55,13.07,14.14,15.56,17.85,18.37,18.87
150.783471,10.1,2.27,3.71,6.38,10.19,3.73,2.06,2.9,2.87,0.02,0.09,0.24,0.01,0.04,8.85,13.97,0.42,5.89,0.06,3.17,2.14,3.07,4.97,5.69,7.67,9.1,11.1,11.58,12.12,13.93,15.4,16.3
89.45201,4.99,2.11,2.94,4.41,6.51,2.72,2.83,1.83,1.84,0.24,0.13,0.24,0.15,0.09,6.17,7.43,0.44,3.76,0.69,2.23,1.52,2.53,3.81,4.13,5.03,5.61,7.47,7.89,8.38,10.25,11.48,13.32
44.923689,2.61,2.06,2.34,2.86,4.94,3.21,3.73,1.66,1.65,0.55,0.19,0.32,0.32,0.11,5.24,10.35,0.61,3.73,1.28,2.5,1.68,2.18,2.59,2.73,3.53,4.27,5.82,6.46,7.25,10.35,12.75,14.25
27.3051025,2.6,2.07,2.33,2.82,3.61,1.28,2.54,0.73,0.73,0.15,0.04,0.19,0.21,0.06,3.72,1.64,0.34,2.08,0.78,1.06,0.71,2.19,2.61,2.68,3.13,3.34,4.16,4.76,5.09,5.77,6.11,6.82
36.423277,4.71,2.18,2.69,3.72,5.19,1.52,2,1.27,1.25,0.02,0.02,0.18,0.02,0.02,4.73,2.32,0.32,2.5,0.12,1.29,0.87,2.43,3.16,3.46,4.12,4.74,5.77,5.96,6.2,6.76,7.17,7.87
114.804983,2.56,2.06,2.55,3.31,4.75,1.83,3.69,1.21,1.76,0.19,0.11,0.21,0.19,0.11,4.57,3.37,0.4,2.39,0.98,1.43,1,2.36,2.86,3.06,3.78,4.33,5.21,5.45,5.81,7.13,8.14,9.68
19.471874,4.3,2.1,2.6,3.71,5.33,3.95,3.92,1.54,1.35,0.71,0.33,0.32,0.35,0.16,6.14,15.61,0.64,3.64,1.39,3.03,2.01,2.3,3.14,3.42,4.32,4.75,6.08,7.06,8.77,13.15,15.21,17.3
301.122153,24.66,2.16,6.81,13.5,20.87,6.83,2.24,5.1,5.62,-0.68,0.11,0.22,-0.17,0.03,17.21,46.72,0.39,11.28,-0.62,5.86,3.84,3.96,10.37,11.51,16.84,19.04,21.94,22.79,23.87,24.92,25.5,26.11
115.5215875,8.77,2.32,3.94,6.74,9.81,3.19,2.15,2.45,2.47,-0.09,0.1,0.21,-0.05,0.05,8.64,10.23,0.37,4.98,-0.18,2.67,1.83,3.1,5.46,6.15,8.07,8.94,10.69,11.13,11.56,12.51,13.53,14.77
143.3209,2.61,2.14,2.97,6.01,11.02,5.54,1.77,4.57,6.26,0.3,-0.04,0.31,0.09,-0.01,9.99,30.77,0.55,9.87,0.31,4.84,3.17,2.59,4.66,5.34,7.16,8.88,14.48,15.22,16.18,18.29,19.29,20.15
111.444355,5.35,2.38,4.11,6.06,9.09,3.98,2.49,2.41,2.7,0.35,0.17,0.25,0.15,0.08,8.71,15.91,0.45,5.73,0.62,3.29,2.24,3.43,5.41,5.63,6.81,7.85,10.18,11.35,12.47,15.11,16.63,17.82
147.373422,12.73,2.39,4.29,6.42,10.32,3.48,1.92,2.91,3.9,-0.007443,0.03,0.22,-0.003707,0.01,8.87,12.14,0.39,5.92,-0.01,3.02,2,3.28,5.48,6.04,7.59,8.83,11.19,11.96,12.47,13.25,14.32,15.36
87.1539335,3.44,2.09,2.89,4.27,6.49,3.05,2.55,2.09,2.26,0.28,0.11,0.26,0.16,0.06,6.34,9.31,0.48,4.55,0.66,2.51,1.71,2.31,3.56,3.87,4.98,5.71,7.64,8.43,9.27,11.06,12.19,14.01
144.704688,13.14,2.7,4.87,7.66,12.02,3.79,1.98,3.07,3.01,-0.12,0.05,0.21,-0.05,0.02,10.25,14.37,0.36,6.12,-0.2,3.27,2.17,3.92,6.63,7.17,9.09,10.88,12.95,13.28,13.78,15,15.74,17.09
44.97311,5.32,2.2,4.03,5.43,7.9,2.89,2.43,2.14,2.36,0.12,0.14,0.21,0.07,0.09,7.49,8.35,0.38,4.22,0.34,2.33,1.64,2.99,5,5.26,6.54,7.4,8.77,9.49,10.15,11.8,12.73,13.88
33.3838855,5.77,2.29,3.76,5.25,7.04,2.42,2.48,1.75,1.65,0.14,0.12,0.2,0.1,0.08,6.74,5.89,0.35,3.6,0.43,1.97,1.37,3.45,4.57,4.8,5.85,6.44,7.83,8.41,8.93,10.23,11.33,12.38
47.9136595,7.08,2.16,4.68,6.09,7.78,2.08,2.68,1.56,1.58,-0.03,0.12,0.16,-0.02,0.1,7.23,4.34,0.28,3.08,-0.15,1.68,1.18,3.61,5.38,5.75,6.8,7.22,8.6,8.83,9.09,9.77,10.5,11.85
126.171813,3.97,2.24,3.02,4.18,6.39,6.23,2.03,2.26,1.57,0.94,-0.00311,0.38,0.28,-0.000929,8.76,38.84,0.71,9.98,0.78,5.54,3.34,2.76,3.61,4,4.71,5.35,12.83,13.99,16.47,19.26,20.54,21.37
67.7809015,8.48,3.44,5.46,7.56,9.69,2.63,2.41,1.97,1.93,0.02,0.12,0.16,0.01,0.08,9.1,6.93,0.28,3.96,0.03,2.15,1.5,4.95,6.83,7.08,8.35,9,10.63,11.03,11.36,12.98,13.63,14.45
55.1291255,7.7,2.39,3.35,5.01,7.25,2.7,3.43,1.76,2.25,0.15,0.15,0.22,0.1,0.1,6.7,7.32,0.4,3.52,0.64,2.17,1.51,2.72,4.21,4.7,5.72,6.47,7.91,8.23,8.81,10.46,11.25,15.44
119.845925,8.01,2.32,3.98,7.47,10.44,3.54,2.14,2.8,3.17,-0.08,0.1,0.22,-0.03,0.05,9.17,12.58,0.38,5.6,-0.12,2.96,2.03,3.24,5.62,6.49,8.31,9.19,11.57,12.09,12.58,13.44,14.31,16.49
56.1175455,5.76,2.2,2.75,4.42,5.84,2.19,3.7,1.18,1.3,0.15,0.17,0.21,0.12,0.14,5.56,4.83,0.39,2.36,0.78,1.68,1.21,2.52,3.6,4.13,4.91,5.38,6.28,6.49,6.99,8.82,9.65,12.3
96.4945025,8.75,2.24,3.37,6.27,9.28,2.94,2.07,2.05,2.07,-0.19,0.07,0.2,-0.11,0.04,7.97,8.68,0.36,4.75,-0.41,2.5,1.67,2.64,4.76,5.57,7.8,8.72,9.89,10.32,10.6,11.41,12.07,12.87
167.981979,12.59,2.39,3.77,8.34,12.77,4.47,1.85,3.18,3.09,-0.27,0.01,0.24,-0.1,0.005134,10.6,20.06,0.42,8,-0.37,3.85,2.55,3.21,5.04,6.29,10.17,11.58,13.74,14.3,14.65,16.04,16.61,17.51
139.5401935,12.32,3.04,6.03,8.9,12.1,3.26,2.48,2.33,2.3,-0.19,0.13,0.17,-0.1,0.07,10.68,10.63,0.3,4.76,-0.46,2.72,1.84,4.61,7.71,8.37,10.1,11.28,12.78,13.14,13.57,14.73,15.27,16.13
311.006353,20.51,3.15,6.33,13.13,18.91,6.48,2.13,4.34,4.76,-0.31,0.19,0.22,-0.08,0.05,16.26,42.01,0.39,9.67,-0.3,5.47,3.7,4.81,9.85,11.49,14.86,17.36,20.66,21.16,21.78,24.22,25.46,28.45
169.2422145,10.28,2.78,6.71,9.7,12.08,3.82,2.92,2.25,2.44,0.06,0.32,0.18,0.02,0.14,11.51,14.6,0.33,4.42,0.08,2.97,2.14,5.2,8.56,9.35,10.48,11.21,13.23,13.77,14.74,16.7,18.37,20.4
145.0753455,19.75,2.15,4.09,9.5,16.91,6.51,1.84,5.4,4.71,-0.32,0.001805,0.26,-0.08,0.000483,13.96,42.45,0.46,11.43,-0.29,5.6,3.73,2.81,7.1,8.36,12.97,15.03,19.04,19.79,20.32,22.04,23.03,23.85
159.234462,12.73,6.16,9.14,11.63,13.28,2.49,3.16,1.59,1.62,-0.06,0.17,0.11,-0.04,0.12,12.66,6.22,0.19,3.42,-0.32,1.96,1.4,8.55,10.85,11.16,12.11,12.68,14.03,14.58,14.94,15.84,16.31,17.75
211.7936955,14.65,4.75,10.38,13.18,15.71,3.21,3.88,2.08,2.06,-0.17,0.25,0.12,-0.09,0.14,14.59,10.34,0.22,4.12,-0.66,2.51,1.78,8.87,12.19,12.73,14.04,14.83,16.45,16.86,17.27,18.32,19.25,20.88
211.077091,7.49,2.73,7.64,11.45,18.42,7.12,2.05,5.86,8.01,0.22,0.14,0.25,0.05,0.03,16.08,50.76,0.44,11.67,0.19,6.05,4.09,6.02,8.78,9.65,13.24,15.51,20.42,21.33,23.23,25.67,28.79,30.22
137.340959,20.04,2.23,6.4,13.73,19.52,6.11,2.64,3.98,3.59,-0.59,0.28,0.2,-0.17,0.08,16.48,37.43,0.37,8.16,-0.71,4.98,3.41,4.22,11.97,12.92,16.2,17.54,20.46,21.08,22.05,23.45,24.44,25.27
113.1493795,8.88,3.21,5.42,8.37,13.77,6.41,1.91,4.42,3.83,0.49,0.02,0.27,0.13,0.005669,12.99,41.09,0.49,10.54,0.44,5.58,3.63,4.97,6.98,7.85,9.37,10.82,16.51,18.39,20.47,22.95,24.19,25.32
115.15093,9.83,3.2,5.03,8.72,13.5,6.02,1.96,4.42,4.52,0.31,0.09,0.27,0.09,0.02,12.73,36.32,0.47,9.68,0.32,5.12,3.44,4.1,7.08,8.01,10.16,11.6,15.93,17.69,19.37,21.97,23.11,24.26
44.676584,2.29,2.03,2.25,2.8,4.07,2.15,3.9,1.07,1.24,0.36,0.14,0.26,0.32,0.13,4.26,4.65,0.5,2.41,1.31,1.67,1.12,2.14,2.51,2.64,3.11,3.54,4.67,5.05,5.61,7.66,9.16,10.27
77.3191545,7.25,2.39,4.95,7.13,9.49,2.71,2.49,1.97,2.25,-0.06,0.13,0.18,-0.04,0.08,8.57,7.38,0.31,3.92,-0.21,2.23,1.54,3.88,6.23,6.72,7.85,8.57,10.27,10.64,11.06,12.05,12.71,14.01
94.0234525,4.22,2.36,4.33,7.1,10.82,3.94,2.16,2.96,5,0.08,0.11,0.24,0.03,0.05,9.41,15.59,0.41,5.95,0.17,3.33,2.26,3.66,5.16,6.32,7.96,9.23,11.6,12.27,12.97,14.76,16.26,18.02
147.8429215,11.75,2.33,4.62,8.34,10.69,3.08,2.61,1.92,2.13,-0.23,0.17,0.18,-0.13,0.1,9.49,9.52,0.32,4.07,-0.56,2.48,1.73,3.43,6.82,7.75,9.22,10.01,11.4,11.82,12.17,13.14,13.77,14.66
67.311402,6.38,2.65,5.56,7.11,8.97,2.28,2.74,1.56,2.22,-0.02,0.14,0.15,-0.02,0.1,8.38,5.23,0.27,3.13,-0.2,1.84,1.29,4.47,6.49,6.8,7.76,8.38,9.64,9.93,10.49,11.49,12.06,12.75
53.918311,4.49,2.53,4.14,5.55,7.68,2.43,2.88,1.76,2.45,0.09,0.13,0.19,0.06,0.09,7.08,5.92,0.34,3.49,0.4,1.98,1.37,3.49,4.83,5.23,6.19,6.95,8.33,8.73,9.08,10.3,11.29,13.84
26.3661035,5.18,2.22,3.84,5.33,7.48,4.05,5.1,1.79,2.05,0.6,0.42,0.27,0.28,0.2,7.67,16.44,0.52,3.92,1.5,2.94,2.08,3.11,4.64,5.13,5.78,6.79,8.19,9.05,9.85,13.36,17.35,21.53
38.202433,5.63,2.18,3.64,5.07,6.5,2.14,3.13,1.34,1.43,0.1,0.16,0.19,0.08,0.13,6.19,4.61,0.34,2.67,0.48,1.69,1.2,2.77,4.32,4.76,5.56,5.91,7.13,7.43,7.85,9.21,10.05,12.06
67.2866915,6,2.15,3.79,6.32,8.63,2.87,2.63,1.87,2.55,-0.009845,0.19,0.2,-0.006046,0.11,7.84,8.24,0.36,3.68,0.02,2.3,1.62,2.71,5.41,5.98,7.16,7.99,9.34,9.66,10.09,11.64,12.81,14.41
46.6781345,7.72,2.51,3.53,5.84,8.17,2.9,2.49,1.96,1.94,0.08,0.16,0.21,0.05,0.1,7.56,8.43,0.38,3.76,0.27,2.33,1.65,3.02,4.92,5.51,6.83,7.56,8.84,9.28,9.84,11.69,12.77,14.38
195.756581,6.19,3.38,6,9.14,15.68,5.97,1.84,5.06,7.25,0.09,0.01,0.25,0.02,0.004463,13.75,35.65,0.43,10.2,0.09,5.15,3.44,5.13,7.69,8.5,12.02,13.44,17.79,18.71,19.64,22.14,23.05,25.21
52.1638655,4.68,2.16,3.02,4.71,7.5,3.5,2.35,2.57,2.16,0.29,0.09,0.27,0.14,0.04,7.16,12.3,0.48,5.27,0.57,2.94,1.98,2.58,3.88,4.37,5.43,6.48,8.96,9.64,10.58,12.32,13.89,15.42
28.5900485,5.33,2.26,2.85,3.88,5.53,1.88,2.34,1.51,1.48,0.1,0.05,0.2,0.09,0.05,5.18,3.54,0.36,2.99,0.42,1.56,1.07,2.6,3.3,3.52,4.44,5.1,6.13,6.51,6.83,7.94,8.6,9.68
5.3127575,2.71,2.19,3.35,8.66,16.83,6.66,1.73,4.91,12.51,-0.4,-0.08,0.28,-0.1,-0.02,13.51,44.48,0.49,13.17,-0.35,5.81,3.79,2.81,5.37,6.57,12.79,15.23,17.99,19.74,20.13,21.38,22.21,23.5
108.8003315,11.34,3.5,5.68,7.89,10.45,2.84,2.48,1.92,2.23,-0.08,0.16,0.17,-0.05,0.1,9.45,8.08,0.3,3.99,-0.21,2.31,1.61,3.99,6.81,7.38,8.94,9.82,11.1,11.37,11.72,13.32,14.11,14.83
37.164592,5.5,3.53,5.4,6.71,9.05,6.32,4.16,2.11,2.91,1.18,0.64,0.29,0.37,0.2,10.5,39.97,0.6,4.38,1.5,4.71,3.13,4.68,6.09,6.39,7.72,8.4,10.01,10.77,14,22.96,24.67,28.83
83.126122,17.85,4.11,7.35,9.83,17.01,6.41,1.88,5.1,6.28,0.26,0.02,0.24,0.07,0.005513,14.88,41.12,0.43,10.75,0.23,5.58,3.67,6.29,8.62,9.22,11.69,14.2,18.3,19.98,21.92,24.23,25.34,27.23
83.0025695,9.3,2.73,4.53,8.49,11.91,3.73,2.28,2.74,3,-0.12,0.14,0.2,-0.05,0.06,10.5,13.96,0.35,5.54,-0.23,3.12,2.13,3.82,7.33,7.88,9.49,10.88,12.96,13.42,14.02,15.11,15.97,17.69
204.207572,16.51,4.01,8.1,12.75,16.28,4.09,2.93,2.48,2.28,-0.44,0.22,0.15,-0.19,0.09,14.37,16.78,0.28,5.69,-0.81,3.33,2.26,5.61,10.84,11.74,14.31,15.45,17.04,17.44,17.8,18.87,19.45,20.48
141.591165,12.03,7.13,10.02,11.25,13.05,2.2,4.71,1.52,1.48,-8.80E-05,0.15,0.09,-7.20E-05,0.12,12.49,4.85,0.17,3.06,-0.41,1.72,1.21,9.51,10.67,10.94,11.92,12.46,13.64,14,14.34,15.29,16.06,17.14
131.904649,13.28,2.77,8.37,10.8,13.51,3.35,3,2.46,2.26,-0.14,0.2,0.15,-0.07,0.1,12.48,11.24,0.26,4.9,-0.44,2.68,1.89,6.76,9.48,10.15,12.02,12.76,14.58,15.05,15.5,16.65,17.43,18.78
71.5368975,8.85,4.28,6,7.61,9.64,2.24,2.17,1.72,1.65,-0.04,0.07,0.14,-0.03,0.05,8.94,5.03,0.25,3.44,-0.14,1.86,1.28,5.1,6.92,7.28,8.35,8.99,10.21,10.73,11.31,11.92,12.3,12.89
81.692913,9.56,2.64,4.67,7,9.92,2.92,2.21,2.16,2.26,-0.04,0.1,0.19,-0.02,0.06,8.79,8.55,0.33,4.39,-0.09,2.46,1.67,3.97,6.01,6.46,7.93,9.02,10.57,10.85,11.42,12.59,13.46,14.52
126.9872595,4.14,2.55,4.18,6.63,12.03,4.75,1.68,4.33,6.15,0.03,-0.07,0.26,0.01,-0.02,10.34,22.58,0.45,8.66,0.04,4.18,2.74,3.47,5.12,5.95,8.44,10.3,13.95,14.61,15.4,16.76,17.62,18.4
91.92306,2.8,2.26,2.89,4.15,6.51,3.6,3.75,2.09,2.91,0.5,0.24,0.29,0.26,0.12,6.57,12.96,0.54,4.22,1.17,2.8,1.92,2.65,3.6,3.93,4.67,5.72,7.77,8.15,8.92,11.98,14.92,16.66
152.562627,13.83,2.24,5.97,10.83,14.63,4.68,2.7,3.24,3.23,-0.4,0.23,0.2,-0.15,0.08,12.82,21.92,0.36,6.58,-0.67,3.78,2.62,2.77,8.92,9.95,12.49,13.71,15.76,16.54,17.2,18.39,18.95,19.6
190.5426655,11.05,2.38,4.2,8.84,12.28,4.35,2.21,3.32,3.31,-0.17,0.16,0.22,-0.07,0.06,10.98,18.95,0.39,6.66,-0.26,3.55,2.48,3.18,6.9,7.87,10.55,11.27,13.9,14.53,15.17,16.32,17.42,19.06
114.4343255,9.22,3.61,5.87,7.58,9.46,2.38,3.4,1.53,1.56,0.03,0.19,0.14,0.02,0.14,8.88,5.7,0.26,3.09,0.25,1.87,1.33,5.04,6.89,7.3,8.28,9.02,10.08,10.4,10.69,11.56,13.07,15.54
162.5703795,14.88,4.51,9.46,11.99,14.51,3.03,3.69,1.95,1.91,-0.23,0.2,0.12,-0.13,0.12,13.33,9.21,0.22,4.12,-0.78,2.4,1.68,7.22,10.77,11.39,13.07,13.84,15.1,15.52,15.88,16.88,17.43,18.69
257.384568,7.8,3.68,6.79,8.69,12.59,3.98,2.38,3.16,3.89,0.15,0.15,0.19,0.07,0.06,11.53,15.9,0.34,6.18,0.28,3.34,2.27,5.81,7.86,8.11,9.75,11.59,13.78,14.3,14.96,17.16,19.02,20.46
138.724747,15.25,2.56,5.89,12.04,15.92,4.58,2.76,2.71,2.73,-0.49,0.26,0.18,-0.19,0.1,13.78,21.02,0.33,5.49,-0.78,3.71,2.53,4.95,9.84,11.36,13.64,15.27,16.5,16.86,17.58,18.95,19.73,20.28
174.060762,3.29,2.61,4.33,8.18,12.43,4.8,2.22,3.38,7.51,0.12,0.18,0.24,0.04,0.06,11.01,23.04,0.43,6.88,0.19,3.99,2.75,3.47,6.5,7.52,9.38,10.81,13.8,14.4,15.44,18.08,19.62,20.81
201.7612325,14.95,2.79,6.63,9.82,12.92,3.62,2.63,2.74,3.21,-0.23,0.15,0.17,-0.11,0.07,11.56,13.16,0.31,5.46,-0.53,2.97,2.04,4.26,8.79,9.27,10.83,11.74,14.17,14.73,15.05,15.84,16.52,17.31
156.3433335,10.39,2.54,3.39,5.66,9.28,3.21,2.08,2.29,3.1,-0.01,0.07,0.23,-0.006702,0.04,7.94,10.36,0.4,5.19,0.03,2.77,1.84,2.84,4.72,5.13,6.87,8.6,9.96,10.32,10.53,11.91,13.67,14.35
75.416446,7.8,2.84,5.18,7.34,8.77,2.01,3.04,1.3,1.41,-0.13,0.13,0.13,-0.11,0.12,8.09,4.07,0.24,2.69,-0.62,1.59,1.12,3.97,6.76,7.03,7.79,8.22,9.32,9.72,9.95,10.43,10.98,11.51
110.1346985,12.67,4.39,6.55,10.35,14.53,4.07,2.22,2.96,3.18,-0.28,0.14,0.18,-0.12,0.06,12.79,16.63,0.31,6.38,-0.47,3.37,2.31,4.87,8.75,9.35,12.8,13.53,15.41,15.74,16.37,17.87,18.28,19.21
26.4155245,5.98,2.22,3.68,5.28,7.06,2.52,1.91,2.22,2.18,0.06,0.03,0.21,0.04,0.02,6.85,6.37,0.36,4.32,0.15,2.17,1.45,3.28,4.32,4.78,5.97,6.43,8.73,9.11,9.4,10.34,11.1,11.63
82.1624125,4.59,2.19,4.41,6.58,10.16,4.99,1.85,3.73,4.07,0.33,0.01,0.28,0.11,0.004631,10.08,24.96,0.49,8.94,0.39,4.31,2.83,3.52,5.43,6.09,7.54,8.67,13.27,15.03,16.18,17.5,18.49,19.69
48.6549745,7.07,2.32,3.84,5.96,8.05,2.54,2.23,1.84,1.89,-0.008093,0.1,0.19,-0.005543,0.07,7.4,6.46,0.34,3.68,-0.01,2.09,1.46,3.18,4.96,5.59,6.82,7.36,8.87,9.27,9.8,10.9,11.37,12.64
59.058095,6.1,2.34,4.33,5.88,7.34,1.86,2.81,1.24,1.42,-0.05,0.13,0.15,-0.04,0.12,6.77,3.47,0.27,2.46,-0.25,1.48,1.05,3.43,5.27,5.57,6.34,6.9,7.82,8.02,8.31,9.11,9.8,10.51
73.3160535,9.66,4.56,5.89,8.88,12.67,6.47,1.9,4.73,3.64,0.57,0.01,0.27,0.15,0.003277,13.19,41.9,0.49,10.96,0.51,5.66,3.64,5.21,7.17,7.91,9.75,11.04,17.42,18.88,20.44,23.55,24.61,25.48
47.098213,22.02,3.21,5.08,14.31,19.8,6.83,2.12,4.21,3.3,-0.79,0.05,0.22,-0.2,0.01,16.55,46.64,0.41,9.67,-0.7,5.77,3.77,4.57,6.95,12.74,16.91,18.71,22.14,22.41,22.85,23.72,24.2,24.76
